# Strata OUTPUT -- Response -- 25 (Outcrop) -- Shear Strain Time Series -- manual-example\G01000.AT2
# Example site for the manual figures
# Time (s),S-1
12.62,0.000294174
12.625,0.000247952
12.63,0.000187871
12.635,0.000116364
12.64,3.58344e-05
12.645,-5.03369e-05
12.65,-0.000137544
12.655,-0.00022142
12.66,-0.000299296
12.665,-0.000370234
12.67,-0.000434361
12.675,-0.000492191
12.68,-0.000543547
12.685,-0.000587015
12.69,-0.000620596
12.695,-0.00064191
12.7,-0.000648087
12.705,-0.000637069
12.71,-0.000609727
12.715,-0.000570234
12.72,-0.000524088
12.725,-0.00047624
12.73,-0.000430591
12.735,-0.000389867
12.74,-0.000355433
12.745,-0.000326865
12.75,-0.000301717
12.755,-0.000275878
12.76,-0.000243981
12.765,-0.000200818
12.77,-0.000144336
12.775,-7.74632e-05
12.78,-6.64433e-06
12.785,6.14611e-05
12.79,0.000122249
12.795,0.000172727
12.8,0.000209967
12.805,0.000231531
12.81,0.000237117
12.815,0.000228658
12.82,0.000209014
12.825,0.000180787
12.83,0.000146161
12.835,0.00010757
12.84,6.73473e-05
12.845,2.65267e-05
12.85,-1.46457e-05
12.855,-5.54126e-05
12.86,-9.45924e-05
12.865,-0.000130844
12.87,-0.000162672
12.875,-0.000189062
12.88,-0.000210306
12.885,-0.000228217
12.89,-0.000245214
12.895,-0.000263252
12.9,-0.00028388
12.905,-0.000308463
12.91,-0.000337533
12.915,-0.000370148
12.92,-0.000404851
12.925,-0.000441555
12.93,-0.000481517
12.935,-0.000524843
12.94,-0.000568423
12.945,-0.000606877
12.95,-0.000635689
12.955,-0.000653658
12.96,-0.000662795
12.965,-0.000665512
12.97,-0.000662219
12.975,-0.00065316
12.98,-0.00064122
12.985,-0.000630081
12.99,-0.00062135
12.995,-0.000616427
13,-0.000619299
13.005,-0.000633654
13.01,-0.000657807
13.015,-0.000685694
13.02,-0.000712018
13.025,-0.00073427
13.03,-0.000751216
13.035,-0.000760967
13.04,-0.000760849
13.045,-0.000749626
13.05,-0.000728624
13.055,-0.000699678
13.06,-0.000663718
13.065,-0.000621627
13.07,-0.000574759
13.075,-0.000524738
13.08,-0.000473667
13.085,-0.000423965
13.09,-0.000377377
13.095,-0.00033489
13.1,-0.00029802
13.105,-0.000269188
13.11,-0.00025003
13.115,-0.000240056
13.12,-0.000237718
13.125,-0.000241591
13.13,-0.000249837
13.135,-0.000259418
13.14,-0.000266126
13.145,-0.000265726
13.15,-0.000255785
13.155,-0.000236194
13.16,-0.000207994
13.165,-0.000172287
13.17,-0.000130333
13.175,-8.40255e-05
13.18,-3.58186e-05
13.185,1.14855e-05
13.19,5.4907e-05
13.195,9.2136e-05
13.2,0.000121989
13.205,0.000143352
13.21,0.000155003
13.215,0.00015682
13.22,0.000149621
13.225,0.000134506
13.23,0.000113298
13.235,8.83784e-05
13.24,6.20856e-05
13.245,3.71902e-05
13.25,1.61492e-05
13.255,-1.74006e-06
13.26,-2.06214e-05
13.265,-4.42924e-05
13.27,-7.39876e-05
13.275,-0.000110838
13.28,-0.000158073
13.285,-0.000219102
13.29,-0.000294872
13.295,-0.00038366
13.3,-0.000481495
13.305,-0.000581999
13.31,-0.000677513
13.315,-0.000762007
13.32,-0.00083289
13.325,-0.000889691
13.33,-0.000932459
13.335,-0.000962619
13.34,-0.000983787
13.345,-0.0010003
13.35,-0.00101547
13.355,-0.00103124
13.36,-0.00104853
13.365,-0.0010677
13.37,-0.00108855
13.375,-0.00110932
13.38,-0.00112705
13.385,-0.00113988
13.39,-0.00114747
13.395,-0.00114955
13.4,-0.0011463
13.405,-0.00113951
13.41,-0.00113121
13.415,-0.00112198
13.42,-0.00111076
13.425,-0.00109531
13.43,-0.00107302
13.435,-0.0010419
13.44,-0.00100105
13.445,-0.000951337
13.45,-0.000896406
13.455,-0.000842485
13.46,-0.000796864
13.465,-0.000766439
13.47,-0.000756807
13.475,-0.000770346
13.48,-0.000804645
13.485,-0.00085365
13.49,-0.000909838
13.495,-0.000965266
13.5,-0.00101222
13.505,-0.00104413
13.51,-0.00105591
13.515,-0.00104409
13.52,-0.00100802
13.525,-0.000950196
13.53,-0.000874307
13.535,-0.000783765
13.54,-0.000682444
13.545,-0.000575187
13.55,-0.00046643
13.555,-0.000359421
13.56,-0.000257313
13.565,-0.000163747
13.57,-8.19402e-05
13.575,-1.32192e-05
13.58,4.38522e-05
13.585,9.25184e-05
13.59,0.00013672
13.595,0.000180587
13.6,0.000227301
13.605,0.000278956
13.61,0.000337075
13.615,0.000401464
13.62,0.000469307
13.625,0.000536744
13.63,0.000601305
13.635,0.00066266
13.64,0.000721482
13.645,0.00077797
13.65,0.000831651
13.655,0.000882405
13.66,0.000930848
13.665,0.000977477
13.67,0.00102178
13.675,0.00106181
13.68,0.00109421
13.685,0.00111573
13.69,0.00112509
13.695,0.00112332
13.7,0.00111403
13.705,0.00110407
13.71,0.00110111
13.715,0.00110914
13.72,0.00112771
13.725,0.0011547
13.73,0.00118826
13.735,0.00122582
13.74,0.0012624
13.745,0.00129117
13.75,0.00130684
13.755,0.00130889
13.76,0.00130208
13.765,0.00129307
13.77,0.00128675
13.775,0.00128538
13.78,0.00128868
13.785,0.00129367
13.79,0.00129563
13.795,0.0012898
13.8,0.00127217
13.805,0.00124019
13.81,0.00119388
13.815,0.00113548
13.82,0.00106865
13.825,0.000998962
13.83,0.000933652
13.835,0.00087822
13.84,0.00083436
13.845,0.000801847
13.85,0.00078009
13.855,0.000767819
13.86,0.000762808
13.865,0.000761595
13.87,0.00075944
13.875,0.000751813
13.88,0.000736471
13.885,0.000713531
13.89,0.00068338
13.895,0.000644727
13.9,0.000594756
13.905,0.000531595
13.91,0.000456575
13.915,0.000373742
13.92,0.000287874
13.925,0.000203324
13.93,0.000123505
13.935,4.99957e-05
13.94,-1.7527e-05
13.945,-7.98574e-05
13.95,-0.000137407
13.955,-0.000190755
13.96,-0.000241496
13.965,-0.000292518
13.97,-0.000347094
13.975,-0.000407343
13.98,-0.000473527
13.985,-0.000544932
13.99,-0.000621095
13.995,-0.00070169
14,-0.000785992
14.005,-0.000873051
14.01,-0.000961535
14.015,-0.00104893
14.02,-0.0011313
14.025,-0.00120428
14.03,-0.00126439
14.035,-0.00130889
14.04,-0.00133541
14.045,-0.00134322
14.05,-0.00133408
14.055,-0.00131072
14.06,-0.00127564
14.065,-0.00123166
14.07,-0.00118189
14.075,-0.00112821
14.08,-0.00107079
14.085,-0.00100838
14.09,-0.000939513
14.095,-0.000863774
14.1,-0.000781806
14.105,-0.000694058
14.11,-0.000600425
14.115,-0.000500962
14.12,-0.000396397
14.125,-0.000288518
14.13,-0.000180514
14.135,-7.576e-05
14.14,2.40288e-05
14.145,0.000118802
14.15,0.000209073
14.155,0.000295256
14.16,0.000377801
14.165,0.000458049
14.17,0.000538405
14.175,0.000620696
14.18,0.00070432
14.185,0.000787105
14.19,0.000867125
14.195,0.000942451
14.2,0.00101198
14.205,0.00107831
14.21,0.00114657
14.215,0.00121929
14.22,0.0012952
14.225,0.001373
14.23,0.00145263
14.235,0.00153315
14.24,0.00161135
14.245,0.00168283
14.25,0.00174333
14.255,0.00178966
14.26,0.00182023
14.265,0.00183493
14.27,0.00183463
14.275,0.00182084
14.28,0.00179572
14.285,0.00176161
14.29,0.00171975
14.295,0.00166973
14.3,0.00161042
14.305,0.00154136
14.31,0.00146423
14.315,0.00138301
14.32,0.00130206
14.325,0.0012248
14.33,0.00115383
14.335,0.00109048
14.34,0.00103432
14.345,0.000983156
14.35,0.000933576
14.355,0.000881995
14.36,0.000824733
14.365,0.000757736
14.37,0.00067822
14.375,0.000585908
14.38,0.000482625
14.385,0.000372411
14.39,0.000261293
14.395,0.000155366
14.4,5.88858e-05
14.405,-2.59269e-05
14.41,-9.78452e-05
14.415,-0.000156108
14.42,-0.000201524
14.425,-0.000237787
14.43,-0.000270233
14.435,-0.000302653
14.44,-0.000335747
14.445,-0.000368974
14.45,-0.000403164
14.455,-0.000440087
14.46,-0.000480452
14.465,-0.000524102
14.47,-0.000571466
14.475,-0.000623814
14.48,-0.000682576
14.485,-0.00074881
14.49,-0.000822929
14.495,-0.000904404
14.5,-0.000991727
14.505,-0.00108237
14.51,-0.0011718
14.515,-0.0012535
14.52,-0.00132134
14.525,-0.00137131
14.53,-0.00140147
14.535,-0.00141175
14.54,-0.00140351
14.545,-0.00137845
14.55,-0.00133791
14.555,-0.0012836
14.56,-0.00121782
14.565,-0.00114256
14.57,-0.00105849
14.575,-0.000965047
14.58,-0.000861537
14.585,-0.000748918
14.59,-0.00063114
14.595,-0.000513612
14.6,-0.000400148
14.605,-0.000292642
14.61,-0.000192637
14.615,-0.000101193
14.62,-1.83425e-05
14.625,5.68237e-05
14.63,0.000127712
14.635,0.000200787
14.64,0.000281553
14.645,0.000370977
14.65,0.000466781
14.655,0.000565863
14.66,0.000665223
14.665,0.000762348
14.67,0.000854608
14.675,0.000937486
14.68,0.00100382
14.685,0.00104643
14.69,0.00106158
14.695,0.00104894
14.7,0.00100943
14.705,0.000944361
14.71,0.000855361
14.715,0.000744505
14.72,0.000614618
14.725,0.000470189
14.73,0.000318856
14.735,0.000171653
14.74,3.97645e-05
14.745,-6.95527e-05
14.75,-0.000153707
14.755,-0.000213648
14.76,-0.000252593
14.765,-0.00027452
14.77,-0.000284082
14.775,-0.000287965
14.78,-0.000293961
14.785,-0.000307274
14.79,-0.000329135
14.795,-0.000358682
14.8,-0.000394084
14.805,-0.000432708
14.81,-0.000472008
14.815,-0.00051007
14.82,-0.000545351
14.825,-0.000576316
14.83,-0.000601008
14.835,-0.000617354
14.84,-0.000624006
14.845,-0.000619778
14.85,-0.000602428
14.855,-0.000569159
14.86,-0.000518274
14.865,-0.00044949
14.87,-0.000363679
14.875,-0.000263908
14.88,-0.000155437
14.885,-4.35715e-05
14.89,6.71541e-05
14.895,0.00017181
14.9,0.000264964
14.905,0.000342426
14.91,0.000402322
14.915,0.000444163
14.92,0.000468279
14.925,0.000477016
14.93,0.000475291
14.935,0.000469333
14.94,0.000465054
14.945,0.000466862
14.95,0.000477227
14.955,0.000497085
14.96,0.000526057
14.965,0.00056199
14.97,0.00060059
14.975,0.00063642
14.98,0.000665758
14.985,0.000688761
14.99,0.000707381
14.995,0.00072173
15,0.000730787
15.005,0.000735185
15.01,0.000736723
15.015,0.000736112
15.02,0.000732344
15.025,0.000724376
15.03,0.000712678
15.035,0.000698345
15.04,0.000682279
15.045,0.0006661
15.05,0.000652714
15.055,0.000645108
15.06,0.000644262
15.065,0.000648662
15.07,0.000655799
15.075,0.000663401
15.08,0.000669398
15.085,0.000671931
15.09,0.000670264
15.095,0.000664846
15.1,0.000656182
15.105,0.000644747
15.11,0.000631449
15.115,0.000617271
15.12,0.00060282
15.125,0.000588215
15.13,0.00057353
15.135,0.000559272
15.14,0.000545582
15.145,0.000531355
15.15,0.000515123
15.155,0.000496249
15.16,0.000474355
15.165,0.000447837
15.17,0.000414008
15.175,0.000370711
15.18,0.000317025
15.185,0.000253052
15.19,0.000179653
15.195,9.82154e-05
15.2,1.09507e-05
15.205,-7.84638e-05
15.21,-0.000164768
15.215,-0.000241963
15.22,-0.000305473
15.225,-0.000354743
15.23,-0.000392733
15.235,-0.000422205
15.24,-0.000444306
15.245,-0.000460436
15.25,-0.00047295
15.255,-0.000483885
15.26,-0.000494096
15.265,-0.000503618
15.27,-0.000512145
15.275,-0.000518691
15.28,-0.000521899
15.285,-0.000521614
15.29,-0.000519707
15.295,-0.000519175
15.3,-0.000522791
15.305,-0.000532098
15.31,-0.000547024
15.315,-0.000566576
15.32,-0.000589417
15.325,-0.000613477
15.33,-0.000636001
15.335,-0.000654043
15.34,-0.000665348
15.345,-0.000669667
15.35,-0.000668626
15.355,-0.000664536
15.36,-0.000659785
15.365,-0.000656229
15.37,-0.000654776
15.375,-0.000655691
15.38,-0.000658843
15.385,-0.000663171
15.39,-0.000666337
15.395,-0.000665879
15.4,-0.000660522
15.405,-0.000650267
15.41,-0.000635897
15.415,-0.000618468
15.42,-0.000598934
15.425,-0.000577676
15.43,-0.000554009
15.435,-0.000526613
15.44,-0.000494561
15.445,-0.000457024
15.45,-0.000412081
15.455,-0.000357501
15.46,-0.000293112
15.465,-0.00022099
15.47,-0.000143535
15.475,-6.35417e-05
15.48,1.45783e-05
15.485,8.63148e-05
15.49,0.00014921
15.495,0.000202036
15.5,0.000243271
15.505,0.00027203
15.51,0.000289743
15.515,0.000299801
15.52,0.000305878
15.525,0.000311233
15.53,0.000318555
15.535,0.000329455
15.54,0.000344756
15.545,0.000364781
15.55,0.000388397
15.555,0.000412988
15.56,0.00043613
15.565,0.000456363
15.57,0.000472419
15.575,0.000482767
15.58,0.000486442
15.585,0.00048409
15.59,0.00047757
15.595,0.000468273
15.6,0.000456107
15.605,0.000440104
15.61,0.00041919
15.615,0.000392313
15.62,0.000359288
15.625,0.000322193
15.63,0.000285171
15.635,0.000253147
15.64,0.000230834
15.645,0.000221242
15.65,0.000224548
15.655,0.000238915
15.66,0.000261433
15.665,0.000287934
15.67,0.000313201
15.675,0.000331626
15.68,0.000338078
15.685,0.000329774
15.69,0.000307355
15.695,0.000273351
15.7,0.000230345
15.705,0.000180933
15.71,0.000128194
15.715,7.44503e-05
15.72,1.96209e-05
15.725,-3.7275e-05
15.73,-9.51792e-05
15.735,-0.000151201
15.74,-0.000202865
15.745,-0.000248562
15.75,-0.000286704
15.755,-0.000315613
15.76,-0.000334559
15.765,-0.000345458
15.77,-0.000352571
15.775,-0.000359244
15.78,-0.000366146
15.785,-0.000373627
15.79,-0.000384145
15.795,-0.000401382
15.8,-0.000427637
15.805,-0.00046213
15.81,-0.000501406
15.815,-0.000541205
15.82,-0.000577552
15.825,-0.000606352
15.83,-0.000623805
15.835,-0.000628289
15.84,-0.000620634
15.845,-0.000602256
15.85,-0.000574445
15.855,-0.000539396
15.86,-0.000500615
15.865,-0.000462086
15.87,-0.000427648
15.875,-0.000400826
15.88,-0.000383678
15.885,-0.000375474
15.89,-0.000373094
15.895,-0.000372319
15.9,-0.000369532
15.905,-0.000363457
15.91,-0.000354955
15.915,-0.000345855
15.92,-0.000338597
15.925,-0.000335611
15.93,-0.000338445
15.935,-0.000347737
15.94,-0.000363146
15.945,-0.000382634
15.95,-0.000402722
15.955,-0.000420196
15.96,-0.000433384
15.965,-0.000441904
15.97,-0.000446322
15.975,-0.000448082
15.98,-0.000448344
15.985,-0.000447229
15.99,-0.000444765
15.995,-0.00044073
16,-0.000433126
16.005,-0.000419378
16.01,-0.000399047
16.015,-0.000373524
16.02,-0.00034411
16.025,-0.000311966
16.03,-0.000279415
16.035,-0.000249979
16.04,-0.000226266
16.045,-0.00020818
16.05,-0.000193938
16.055,-0.000181837
16.06,-0.000169933
16.065,-0.000155702
16.07,-0.000137405
16.075,-0.000114967
16.08,-8.92389e-05
16.085,-6.1102e-05
16.09,-3.09433e-05
16.095,2.0099e-06
16.1,3.92476e-05
16.105,8.13006e-05
16.11,0.00012744
16.115,0.000176708
16.12,0.000227995
16.125,0.000279418
16.13,0.000328314
16.135,0.000371456
16.14,0.000405476
16.145,0.00042761
16.15,0.000435644
16.155,0.000428188
16.16,0.000406523
16.165,0.000374894
16.17,0.000337736
16.175,0.000298151
16.18,0.000259317
16.185,0.000225299
16.19,0.000199835
16.195,0.000184927
16.2,0.000180851
16.205,0.000186891
16.21,0.000201467
16.215,0.000221975
16.22,0.000244659
16.225,0.000264897
16.23,0.000278377
16.235,0.000282355
16.24,0.000275752
16.245,0.000258008
16.25,0.000228576
16.255,0.000188299
16.26,0.000140056
16.265,8.69751e-05
16.27,3.12542e-05
16.275,-2.43268e-05
16.28,-7.50651e-05
16.285,-0.000116041
16.29,-0.000144911
16.295,-0.000162489
16.3,-0.000171819
16.305,-0.000177299
16.31,-0.000183174
16.315,-0.000191694
16.32,-0.000202847
16.325,-0.000215848
16.33,-0.000230568
16.335,-0.000248072
16.34,-0.000270149
16.345,-0.000297235
16.35,-0.000326303
16.355,-0.000351902
16.36,-0.000369793
16.365,-0.000378982
16.37,-0.000381011
16.375,-0.000378588
16.38,-0.000373831
16.385,-0.000366455
16.39,-0.000354472
16.395,-0.000337271
16.4,-0.000316954
16.405,-0.000295926
16.41,-0.000273917
16.415,-0.000248411
16.42,-0.000217493
16.425,-0.000180825
16.43,-0.000138115
16.435,-8.8161e-05
16.44,-2.96309e-05
16.445,3.81591e-05
16.45,0.000115293
16.455,0.000200217
16.46,0.000288009
16.465,0.000371523
16.47,0.000445279
16.475,0.000507706
16.48,0.000559736
16.485,0.000602377
16.49,0.000635891
16.495,0.00066028
16.5,0.00067608
16.505,0.000684836
16.51,0.000688155
16.515,0.00068615
16.52,0.000677751
16.525,0.000662452
16.53,0.000641071
16.535,0.000615127
16.54,0.000586039
16.545,0.000554705
16.55,0.000521664
16.555,0.000487314
16.56,0.000451606
16.565,0.000414253
16.57,0.000375535
16.575,0.000336151
16.58,0.000296385
16.585,0.000255928
16.59,0.00021464
16.595,0.000173213
16.6,0.000132615
16.605,9.30036e-05
16.61,5.38378e-05
16.615,1.50552e-05
16.62,-2.23875e-05
16.625,-5.72418e-05
16.63,-8.85544e-05
16.635,-0.000115335
16.64,-0.000137003
16.645,-0.000154566
16.65,-0.000170108
16.655,-0.000185116
16.66,-0.000199668
16.665,-0.000212604
16.67,-0.000222548
16.675,-0.000228782
16.68,-0.000230788
16.685,-0.000227857
16.69,-0.00021962
16.695,-0.000205896
16.7,-0.000186134
16.705,-0.00016052
16.71,-0.000131663
16.715,-0.000104018
16.72,-8.1555e-05
16.725,-6.64709e-05
16.73,-5.93828e-05
16.735,-5.9426e-05
16.74,-6.44924e-05
16.745,-7.24612e-05
16.75,-8.1786e-05
16.755,-9.06637e-05
16.76,-9.69584e-05
16.765,-9.92911e-05
16.77,-9.72134e-05
16.775,-9.06654e-05
16.78,-8.01175e-05
16.785,-6.65942e-05
16.79,-5.12805e-05
16.795,-3.53593e-05
16.8,-1.9719e-05
16.805,-4.71335e-06
16.81,9.70634e-06
16.815,2.36761e-05
16.82,3.71978e-05
16.825,5.03972e-05
16.83,6.33311e-05
16.835,7.48464e-05
16.84,8.21763e-05
16.845,8.23949e-05
16.85,7.42197e-05
16.855,5.76531e-05
16.86,3.24416e-05
16.865,-1.71353e-06
16.87,-4.4234e-05
16.875,-9.40937e-05
16.88,-0.000150511
16.885,-0.000212565
16.89,-0.000278276
16.895,-0.000344753
16.9,-0.000409239
16.905,-0.000468738
16.91,-0.000519563
16.915,-0.00055921
16.92,-0.00058795
16.925,-0.000608025
16.93,-0.000621946
16.935,-0.000631769
16.94,-0.000639248
16.945,-0.000645468
16.95,-0.000650495
16.955,-0.000653723
16.96,-0.000653961
16.965,-0.000649571
16.97,-0.000639027
16.975,-0.000621136
16.98,-0.000595273
16.985,-0.000561783
16.99,-0.000522092
16.995,-0.000478567
17,-0.00043361
17.005,-0.000388446
17.01,-0.000342896
17.015,-0.00029629
17.02,-0.000248746
17.025,-0.000200827
17.03,-0.000151569
17.035,-9.89804e-05
17.04,-4.31425e-05
17.045,1.3142e-05
17.05,6.6621e-05
17.055,0.00011488
17.06,0.000156226
17.065,0.000189747
17.07,0.000215608
17.075,0.000234956
17.08,0.000248974
17.085,0.000258314
17.09,0.000264002
17.095,0.000267567
17.1,0.000268935
17.105,0.00026498
17.11,0.000251369
17.115,0.000225779
17.12,0.000188979
17.125,0.000143762
17.13,9.40434e-05
17.135,4.45811e-05
17.14,2.49546e-07
17.145,-3.47824e-05
17.15,-5.71111e-05
17.155,-6.46835e-05
17.16,-5.79913e-05
17.165,-3.97611e-05
17.17,-1.37772e-05
17.175,1.55937e-05
17.18,4.44393e-05
17.185,7.13429e-05
17.19,9.78669e-05
17.195,0.000126617
17.2,0.000159303
17.205,0.000196123
17.21,0.000235865
17.215,0.000276221
17.22,0.000314413
17.225,0.00034751
17.23,0.000372103
17.235,0.000385194
17.24,0.000385631
17.245,0.000373801
17.25,0.000351429
17.255,0.000322593
17.26,0.000293067
17.265,0.000267646
17.27,0.000248414
17.275,0.000235301
17.28,0.000227284
17.285,0.000222792
17.29,0.000219812
17.295,0.000215633
17.3,0.000207184
17.305,0.000193289
17.31,0.000175984
17.315,0.000158761
17.32,0.00014466
17.325,0.000135704
17.33,0.000132454
17.335,0.000134082
17.34,0.000138685
17.345,0.000143128
17.35,0.000143443
17.355,0.000136013
17.36,0.000118763
17.365,9.16733e-05
17.37,5.59161e-05
17.375,1.29598e-05
17.38,-3.47774e-05
17.385,-8.32539e-05
17.39,-0.000127561
17.395,-0.000163468
17.4,-0.000188664
17.405,-0.00020273
17.41,-0.000206695
17.415,-0.000203435
17.42,-0.000197286
17.425,-0.000192282
17.43,-0.000191159
17.435,-0.000195266
17.44,-0.000204415
17.445,-0.000217781
17.45,-0.000235472
17.455,-0.000257692
17.46,-0.000282703
17.465,-0.000307441
17.47,-0.000329152
17.475,-0.000345679
17.48,-0.000356134
17.485,-0.000361139
17.49,-0.000360983
17.495,-0.000354668
17.5,-0.000340808
17.505,-0.000318018
17.51,-0.000285338
17.515,-0.000242944
17.52,-0.000191914
17.525,-0.000134241
17.53,-7.31965e-05
17.535,-1.21826e-05
17.54,4.64221e-05
17.545,0.000100804
17.55,0.000149545
17.555,0.000192303
17.56,0.000229494
17.565,0.000261105
17.57,0.000286513
17.575,0.000304985
17.58,0.000315099
17.585,0.000314694
17.59,0.00030317
17.595,0.000282237
17.6,0.000253503
17.605,0.000218195
17.61,0.000179281
17.615,0.000141257
17.62,0.000108249
17.625,8.32406e-05
17.63,6.71694e-05
17.635,5.76599e-05
17.64,4.96987e-05
17.645,3.78659e-05
17.65,1.80989e-05
17.655,-1.13753e-05
17.66,-5.00362e-05
17.665,-9.58876e-05
17.67,-0.000145904
17.675,-0.00019599
17.68,-0.000241969
17.685,-0.000281163
17.69,-0.00031276
17.695,-0.000337452
17.7,-0.000356786
17.705,-0.000371442
17.71,-0.00038004
17.715,-0.000380479
17.72,-0.000371798
17.725,-0.000354444
17.73,-0.000329688
17.735,-0.000298599
17.74,-0.000261271
17.745,-0.000217502
17.75,-0.000168345
17.755,-0.000116754
17.76,-6.64061e-05
17.765,-1.99691e-05
17.77,2.14754e-05
17.775,5.81854e-05
17.78,9.14084e-05
17.785,0.000122775
17.79,0.000153469
17.795,0.000183464
17.8,0.000211662
17.805,0.000237418
17.81,0.000261474
17.815,0.000284555
17.82,0.000306175
17.825,0.000326631
17.83,0.00034865
17.835,0.000374643
17.84,0.000404002
17.845,0.000434569
17.85,0.000464288
17.855,0.000490418
17.86,0.000509573
17.865,0.000519268
17.87,0.000517934
17.875,0.000504674
17.88,0.00048055
17.885,0.000447989
17.89,0.000408739
17.895,0.000364659
17.9,0.000318856
17.905,0.000274254
17.91,0.000232509
17.915,0.000194239
17.92,0.000159408
17.925,0.00012861
17.93,0.000104203
17.935,8.91108e-05
17.94,8.50366e-05
17.945,9.25921e-05
17.95,0.000111688
17.955,0.000140867
17.96,0.000177246
17.965,0.000216787
17.97,0.000254457
17.975,0.000285791
17.98,0.000308663
17.985,0.000322921
17.99,0.00032867
17.995,0.00032606
18,0.000317462
18.005,0.000308325
18.01,0.000304363
18.015,0.000308573
18.02,0.000321121
18.025,0.000340922
18.03,0.000366362
18.035,0.000394078
18.04,0.000418741
18.045,0.0004363
18.05,0.000446142
18.055,0.000448616
18.06,0.000442465
18.065,0.000426168
18.07,0.000400297
18.075,0.000367124
18.08,0.000328403
18.085,0.000284194
18.09,0.000233325
18.095,0.000174907
18.1,0.000109684
18.105,3.9839e-05
18.11,-3.2182e-05
18.115,-0.000104046
18.12,-0.000172992
18.125,-0.000236139
18.13,-0.000291819
18.135,-0.000340033
18.14,-0.000381588
18.145,-0.000417175
18.15,-0.000447337
18.155,-0.000473185
18.16,-0.000496216
18.165,-0.000516912
18.17,-0.000534563
18.175,-0.00054809
18.18,-0.000555981
18.185,-0.000556869
18.19,-0.000551182
18.195,-0.000541336
18.2,-0.000530273
18.205,-0.000520435
18.21,-0.000513536
18.215,-0.000510197
18.22,-0.000509962
18.225,-0.000512132
18.23,-0.000515946
18.235,-0.000520088
18.24,-0.000523307
18.245,-0.000525214
18.25,-0.000525118
18.255,-0.000520987
18.26,-0.000510887
18.265,-0.000494393
18.27,-0.000472004
18.275,-0.000444585
18.28,-0.000413542
18.285,-0.000379977
18.29,-0.000343894
18.295,-0.000305283
18.3,-0.000265113
18.305,-0.00022439
18.31,-0.000182584
18.315,-0.000137844
18.32,-8.89334e-05
18.325,-3.59733e-05
18.33,2.06871e-05
18.335,8.10765e-05
18.34,0.000144639
18.345,0.000209721
18.35,0.000274674
18.355,0.000338266
18.36,0.000399213
18.365,0.000456691
18.37,0.000510408
18.375,0.000560415
18.38,0.000608682
18.385,0.000659242
18.39,0.000714822
18.395,0.000774359
18.4,0.000833892
18.405,0.000888499
18.41,0.000933752
18.415,0.00096685
18.42,0.000986821
18.425,0.000993618
18.43,0.000987845
18.435,0.000971794
18.44,0.000949419
18.445,0.000924189
18.45,0.000897715
18.455,0.000870669
18.46,0.00084386
18.465,0.000817639
18.47,0.000790597
18.475,0.000760121
18.48,0.00072476
18.485,0.000684906
18.49,0.000641607
18.495,0.000596779
18.5,0.000553719
18.505,0.000515536
18.51,0.000484047
18.515,0.000460905
18.52,0.000447762
18.525,0.000444095
18.53,0.000446249
18.535,0.000449535
18.54,0.000450266
18.545,0.000446469
18.55,0.000438902
18.555,0.000430891
18.56,0.000425973
18.565,0.000426058
18.57,0.000431375
18.575,0.000440976
18.58,0.000452803
18.585,0.000463536
18.59,0.000469602
18.595,0.000468638
18.6,0.000459146
18.605,0.000439868
18.61,0.000411421
18.615,0.000377018
18.62,0.000340008
18.625,0.000301986
18.63,0.000263234
18.635,0.000223795
18.64,0.000184242
18.645,0.000145584
18.65,0.000108154
18.655,7.10988e-05
18.66,3.39256e-05
18.665,-2.31572e-06
18.67,-3.66192e-05
18.675,-6.96913e-05
18.68,-0.000103058
18.685,-0.000137529
18.69,-0.000173219
18.695,-0.000210092
18.7,-0.000248094
18.705,-0.0002873
18.71,-0.000327739
18.715,-0.000368854
18.72,-0.000409298
18.725,-0.000446818
18.73,-0.000478558
18.735,-0.000502538
18.74,-0.000518998
18.745,-0.00052987
18.75,-0.000537148
18.755,-0.000542204
18.76,-0.000545671
18.765,-0.000546748
18.77,-0.000543416
18.775,-0.000534072
18.78,-0.000518121
18.785,-0.000495244
18.79,-0.00046534
18.795,-0.000429075
18.8,-0.000388534
18.805,-0.000347737
18.81,-0.000311136
18.815,-0.000280723
18.82,-0.000255489
18.825,-0.000233387
18.83,-0.000212649
18.835,-0.000192039
18.84,-0.000171534
18.845,-0.00015253
18.85,-0.000136273
18.855,-0.000122528
18.86,-0.000110619
18.865,-0.000100983
18.87,-9.49085e-05
18.875,-9.3592e-05
18.88,-9.79991e-05
18.885,-0.000108603
18.89,-0.00012482
18.895,-0.000145373
18.9,-0.000168926
18.905,-0.000194008
18.91,-0.000218904
18.915,-0.000241803
18.92,-0.000260834
18.925,-0.000274819
18.93,-0.000284803
18.935,-0.000293766
18.94,-0.000303942
18.945,-0.000315237
18.95,-0.000326412
18.955,-0.000336843
18.96,-0.000346504
18.965,-0.000354869
18.97,-0.000361127
18.975,-0.00036568
18.98,-0.000370218
18.985,-0.000375847
18.99,-0.000382354
18.995,-0.000389661
19,-0.000398412
19.005,-0.000408825
19.01,-0.000420357
19.015,-0.000431991
19.02,-0.000441751
19.025,-0.00044687
19.03,-0.000445217
19.035,-0.000436316
19.04,-0.000421096
19.045,-0.000401277
19.05,-0.000378986
19.055,-0.000356244
19.06,-0.000334695
19.065,-0.000315473
19.07,-0.000298942
19.075,-0.000285032
